Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
2010,Aiham Ousou,sy SYR,DF,Cádiz,es La Liga,23.0,2000.0,6,5,430,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
2011,Jesús Owono,gq EQG,GK,Alavés,es La Liga,22.0,2001.0,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Anthony Oyono,ga GAB,DF,Frosinone,it Serie A,22.0,2001.0,16,14,1198,13.3,0,1,1,0,0,0,4,0,0.1,0.1,0.9,1.0,35.0,33.0,39.0,0.0,0.08,0.08,0.0,0.08,0.01,0.07,0.08,0.01,0.08
2014,Salih Özcan,tr TUR,MF,Dortmund,de Bundesliga,25.0,1998.0,23,13,1184,13.2,0,0,0,0,0,0,3,0,0.2,0.2,1.0,1.2,16.0,57.0,24.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
2015,Cenk Özkacar,tr TUR,DF,Valencia,es La Liga,22.0,2000.0,23,18,1598,17.8,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.3,17.0,56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02
2016,David Ozoh,eng ENG,"MF,DF",Crystal Palace,eng Premier League,18.0,2005.0,9,0,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Jon Pacheco,es ESP,DF,Real Sociedad,es La Liga,22.0,2001.0,23,16,1526,17.0,1,1,2,1,0,0,8,0,1.1,1.1,0.2,1.3,9.0,53.0,1.0,0.06,0.06,0.12,0.06,0.12,0.06,0.01,0.08,0.06,0.08
2019,Gonçalo Paciência,pt POR,"FW,MF",Bochum,de Bundesliga,28.0,1994.0,19,6,650,7.2,3,1,4,3,0,0,3,0,3.0,3.0,1.3,4.3,9.0,21.0,50.0,0.42,0.14,0.55,0.42,0.55,0.41,0.18,0.59,0.41,0.59
2020,Simone Pafundi,it ITA,MF,Udinese,it Serie A,17.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Riccardo Pagano,it ITA,"MF,DF",Roma,it Serie A,18.0,2004.0,4,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.18,0.1,0.18
2022,Pablo Pagis,fr FRA,MF,Lorient,fr Ligue 1,20.0,2002.0,3,3,165,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
2025,João Palhinha,pt POR,MF,Fulham,eng Premier League,28.0,1995.0,33,31,2699,30.0,4,1,5,4,0,0,13,0,3.3,3.3,0.8,4.1,8.0,97.0,14.0,0.13,0.03,0.17,0.13,0.17,0.11,0.03,0.14,0.11,0.14
2026,Nicolas Pallois,fr FRA,DF,Nantes,fr Ligue 1,35.0,1987.0,23,17,1589,17.7,0,1,1,0,0,0,5,0,0.1,0.1,0.4,0.5,6.0,55.0,2.0,0.0,0.06,0.06,0.0,0.06,0.01,0.02,0.03,0.01,0.03
2028,Cole Palmer,eng ENG,MF,Manchester City,eng Premier League,21.0,2002.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,Emerson Palmieri,it ITA,DF,West Ham,eng Premier League,28.0,1994.0,36,35,3137,34.9,1,2,3,1,0,0,10,0,1.5,1.5,2.4,3.9,59.0,125.0,124.0,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11
2030,Joaquín Panichelli,ar ARG,"FW,MF",Alavés,es La Liga,20.0,2002.0,8,2,226,2.5,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.26,0.22,0.26
2031,Miloš Pantović,rs SRB,MF,Union Berlin,de Bundesliga,27.0,1996.0,1,0,15,0.2,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,1.0,0.0,1.0,6.0,0.0,6.0,6.0,6.0,4.55,0.0,4.55,4.55,4.55
2032,Antonios Papadopoulos,de GER,DF,Dortmund,de Bundesliga,23.0,1999.0,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,Christos Papadopoulos,gr GRE,FW,Genoa,it Serie A,18.0,2004.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,Sokratis Papastathopoulos,gr GRE,DF,Betis,es La Liga,35.0,1988.0,15,12,1136,12.6,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2035,Merveille Papela,de GER,"MF,DF",Mainz 05,de Bundesliga,22.0,2001.0,11,3,257,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,6.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22
2036,Leart Paqarada,xk KVX,DF,Köln,de Bundesliga,28.0,1994.0,17,11,1075,11.9,0,0,0,0,0,0,0,0,0.4,0.4,1.7,2.1,26.0,45.0,29.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17
2038,Victor Parada,es ESP,"FW,MF",Alavés,es La Liga,21.0,2002.0,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,23.0,2000.0,34,31,2704,30.0,1,0,1,1,0,0,9,1,1.2,1.2,0.2,1.4,6.0,107.0,1.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05
2040,Kevin Paredes,us USA,"FW,MF",Wolfsburg,de Bundesliga,20.0,2003.0,28,15,1432,15.9,3,0,3,3,0,0,4,0,3.0,3.0,1.4,4.3,34.0,50.0,112.0,0.19,0.0,0.19,0.19,0.19,0.19,0.09,0.27,0.19,0.27
2043,Fabiano Parisi,it ITA,DF,Fiorentina,it Serie A,22.0,2000.0,21,16,1454,16.2,0,1,1,0,0,0,4,0,0.9,0.9,2.4,3.3,50.0,78.0,64.0,0.0,0.06,0.06,0.0,0.06,0.06,0.15,0.2,0.06,0.2
2044,Ben Parkinson,eng ENG,FW,Newcastle Utd,eng Premier League,18.0,2005.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,Thomas Partey,gh GHA,"MF,DF",Arsenal,eng Premier League,30.0,1993.0,14,9,788,8.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,15.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
2047,Triantafyllos Pasaridīs,gr GRE,DF,Salernitana,it Serie A,27.0,1996.0,8,5,452,5.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2048,Pascu,es ESP,FW,Villarreal,es La Liga,20.0,2003.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,Felix Passlack,de GER,DF,Bochum,de Bundesliga,25.0,1998.0,15,13,960,10.7,2,2,4,2,0,0,2,1,0.9,0.9,1.2,2.1,10.0,27.0,42.0,0.19,0.19,0.37,0.19,0.37,0.08,0.11,0.2,0.08,0.2
2050,Patric,es ESP,DF,Lazio,it Serie A,30.0,1993.0,20,19,1608,17.9,2,0,2,2,0,0,4,0,1.4,1.4,0.2,1.5,3.0,72.0,12.0,0.11,0.0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09
2051,Rui Patrício,pt POR,GK,Roma,it Serie A,35.0,1988.0,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,Nathan Patterson,sct SCO,DF,Everton,eng Premier League,21.0,2001.0,20,9,1005,11.2,0,2,2,0,0,0,4,0,0.3,0.3,1.7,2.0,17.0,38.0,39.0,0.0,0.18,0.18,0.0,0.18,0.03,0.15,0.18,0.03,0.18
2053,Gabriel Paulista,br BRA,DF,Atlético Madrid,es La Liga,32.0,1990.0,5,5,405,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
2054,Gabriel Paulista,br BRA,DF,Valencia,es La Liga,32.0,1990.0,18,16,1398,15.5,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,2.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04
2055,Benjamin Pavard,fr FRA,DF,Inter,it Serie A,27.0,1996.0,23,21,1672,18.6,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.1,25.0,89.0,47.0,0.0,0.11,0.11,0.0,0.11,0.04,0.07,0.11,0.04,0.11
2056,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,31.0,1992.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,19.0,2004.0,19,14,1227,13.6,2,2,4,2,0,0,6,0,1.2,1.2,1.0,2.2,14.0,105.0,14.0,0.15,0.15,0.29,0.15,0.29,0.09,0.07,0.16,0.09,0.16
2058,Leonardo Pavoletti,it ITA,FW,Cagliari,it Serie A,34.0,1988.0,19,5,628,7.0,4,1,5,4,0,0,4,0,2.6,2.6,0.3,2.9,1.0,16.0,40.0,0.57,0.14,0.72,0.57,0.72,0.37,0.04,0.41,0.37,0.41
2059,Martín Payero,ar ARG,MF,Udinese,it Serie A,24.0,1998.0,29,21,1796,20.0,2,2,4,2,0,0,6,1,1.5,1.5,1.1,2.6,47.0,71.0,64.0,0.1,0.1,0.2,0.1,0.2,0.08,0.06,0.13,0.08,0.13
2060,Nicolás Paz,ar ARG,"MF,FW",Real Madrid,es La Liga,18.0,2004.0,4,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31
2061,Myles Peart-Harris,eng ENG,"DF,MF",Brentford,eng Premier League,20.0,2002.0,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12
2062,Sydie Peck,eng ENG,MF,Sheffield Utd,eng Premier League,18.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,26.0,1996.0,27,19,1786,19.8,1,1,2,1,0,0,5,1,0.8,0.8,1.5,2.3,56.0,66.0,79.0,0.05,0.05,0.1,0.05,0.1,0.04,0.07,0.12,0.04,0.12
2064,Marcus Pedersen,no NOR,DF,Sassuolo,it Serie A,23.0,2000.0,28,16,1613,17.9,0,2,2,0,0,0,4,0,0.1,0.1,1.1,1.2,43.0,31.0,90.0,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.06,0.01,0.06
2066,Pedri,es ESP,"MF,FW",Barcelona,es La Liga,20.0,2002.0,24,16,1476,16.4,4,2,6,4,0,0,3,0,3.1,3.1,4.2,7.3,41.0,136.0,81.0,0.24,0.12,0.37,0.24,0.37,0.19,0.25,0.44,0.19,0.44
2067,Pedro,es ESP,"FW,MF",Lazio,it Serie A,36.0,1987.0,33,5,816,9.1,1,1,2,1,0,0,4,0,1.5,1.5,2.1,3.6,31.0,33.0,81.0,0.11,0.11,0.22,0.11,0.22,0.17,0.23,0.39,0.17,0.39
2070,Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,27.0,1996.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4
2071,Dženan Pejčinović,de GER,FW,Wolfsburg,de Bundesliga,18.0,2005.0,4,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29,0.34,0.63,0.29,0.63
2072,Pietro Pellegri,it ITA,FW,Torino,it Serie A,22.0,2001.0,24,7,756,8.4,1,1,2,1,0,0,3,0,1.0,1.0,0.3,1.4,14.0,8.0,52.0,0.12,0.12,0.24,0.12,0.24,0.12,0.04,0.16,0.12,0.16
2074,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,24.0,1999.0,19,8,786,8.7,1,0,1,1,0,0,7,1,0.2,0.2,0.3,0.5,18.0,46.0,30.0,0.11,0.0,0.11,0.11,0.11,0.03,0.03,0.06,0.03,0.06
2077,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,eng Premier League,21.0,2001.0,9,1,172,1.9,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,6.0,6.0,31.0,0.0,0.52,0.52,0.0,0.52,0.38,0.05,0.43,0.38,0.43
2078,Facundo Pellistri,uy URU,"MF,FW",Granada,es La Liga,21.0,2001.0,15,14,1232,13.7,2,1,3,2,0,0,2,1,2.5,2.5,1.2,3.7,33.0,22.0,96.0,0.15,0.07,0.22,0.15,0.22,0.18,0.09,0.27,0.18,0.27
2079,Andy Pelmard,fr FRA,DF,Clermont Foot,fr Ligue 1,23.0,2000.0,34,33,2989,33.2,0,0,0,0,0,0,1,0,0.3,0.3,0.6,1.0,39.0,120.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
2080,Aurélien Pelon,fr FRA,DF,Lorient,fr Ligue 1,19.0,2004.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,23.0,2000.0,13,5,547,6.1,3,1,4,3,0,0,2,1,1.7,1.7,1.1,2.8,6.0,16.0,32.0,0.49,0.16,0.66,0.49,0.66,0.28,0.18,0.47,0.28,0.47
2082,Iñaki Peña,es ESP,GK,Barcelona,es La Liga,24.0,1999.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,Marcos Peña,es ESP,MF,Almería,es La Liga,18.0,2005.0,7,4,441,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04
2084,Rubén Peña,es ESP,"DF,FW",Osasuna,es La Liga,32.0,1991.0,29,26,2088,23.2,0,2,2,0,0,0,3,0,0.9,0.9,2.6,3.5,62.0,78.0,147.0,0.0,0.09,0.09,0.0,0.09,0.04,0.11,0.15,0.04,0.15
2085,Pepín,gq EQG,"MF,FW",Monza,it Serie A,26.0,1996.0,10,2,241,2.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
2086,Alberto Perea,es ESP,"MF,FW",Granada,es La Liga,32.0,1990.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,4.87,0.0,4.87
2088,Danilo Pereira,pt POR,DF,Paris S-G,fr Ligue 1,31.0,1991.0,26,22,1995,22.2,0,0,0,0,0,0,2,0,1.4,1.4,0.0,1.4,28.0,148.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
2089,Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,26.0,1996.0,30,12,1187,13.2,3,2,5,3,0,0,3,0,3.5,3.5,1.7,5.2,19.0,23.0,95.0,0.23,0.15,0.38,0.23,0.38,0.27,0.13,0.4,0.27,0.4
2090,Pedro Pereira,pt POR,DF,Monza,it Serie A,25.0,1998.0,23,9,841,9.3,0,2,2,0,0,0,3,0,0.2,0.2,1.2,1.4,20.0,43.0,69.0,0.0,0.21,0.21,0.0,0.21,0.02,0.12,0.14,0.02,0.14
2091,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,23.0,2000.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,Carles Pérez,es ESP,"MF,DF",Celta Vigo,es La Liga,25.0,1998.0,16,7,772,8.6,1,1,2,1,0,0,3,0,1.2,1.2,1.3,2.4,34.0,18.0,66.0,0.12,0.12,0.23,0.12,0.23,0.14,0.15,0.28,0.14,0.28
2096,Kike Pérez,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26.0,1997.0,24,9,835,9.3,1,0,1,1,0,0,7,0,1.9,1.9,0.6,2.4,17.0,47.0,42.0,0.11,0.0,0.11,0.11,0.11,0.2,0.06,0.26,0.2,0.26
2097,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,23.0,2000.0,36,36,3238,36.0,0,0,0,0,0,0,9,1,1.3,1.3,0.2,1.5,28.0,119.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
2098,Matteo Perez Vinlöf,se SWE,FW,Bayern Munich,de Bundesliga,17.0,2005.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,28.0,1995.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,Mattia Perin,it ITA,GK,Juventus,it Serie A,30.0,1992.0,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,Samuele Perisan,it ITA,GK,Empoli,it Serie A,25.0,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,Ivan Perišić,hr CRO,FW,Tottenham,eng Premier League,34.0,1989.0,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,15.0,9.0,17.0,0.0,0.87,0.87,0.0,0.87,0.1,0.75,0.85,0.1,0.85
2103,Romain Perraud,fr FRA,"DF,FW",Nice,fr Ligue 1,25.0,1997.0,19,2,370,4.1,0,1,1,0,0,0,2,0,0.0,0.0,0.9,1.0,6.0,11.0,13.0,0.0,0.24,0.24,0.0,0.24,0.01,0.23,0.24,0.01,0.24
2104,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,24.0,1998.0,31,30,2723,30.3,0,1,1,0,0,0,3,0,0.6,0.6,0.8,1.4,17.0,115.0,8.0,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05
2105,Máximo Perrone,ar ARG,MF,Las Palmas,es La Liga,20.0,2003.0,29,20,1623,18.0,0,0,0,0,0,0,6,0,0.2,0.2,0.5,0.8,12.0,78.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
2106,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,35.0,1987.0,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,Andrea Petagna,it ITA,FW,Cagliari,it Serie A,28.0,1995.0,18,13,995,11.1,1,1,2,1,0,0,2,0,1.6,1.6,1.0,2.6,11.0,14.0,56.0,0.09,0.09,0.18,0.09,0.18,0.15,0.09,0.23,0.15,0.23
2109,Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,35.0,1988.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,Njegoš Petrović,rs SRB,"MF,FW",Granada,es La Liga,24.0,1999.0,10,0,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
2111,Đorđe Petrović,rs SRB,GK,Chelsea,eng Premier League,23.0,1999.0,23,22,1987,22.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,de Bundesliga,23.0,1999.0,10,0,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,7.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
2113,Germán Pezzella,ar ARG,DF,Betis,es La Liga,32.0,1991.0,32,32,2767,30.7,1,0,1,1,0,0,7,0,2.0,2.0,0.3,2.3,5.0,64.0,1.0,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08
2114,Giuseppe Pezzella,it ITA,DF,Empoli,it Serie A,25.0,1997.0,19,14,1085,12.1,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,44.0,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
2116,Patric Pfeiffer,de GER,DF,Augsburg,de Bundesliga,23.0,1999.0,11,4,511,5.7,0,1,1,0,0,0,0,0,0.5,0.5,0.8,1.3,1.0,19.0,4.0,0.0,0.18,0.18,0.0,0.18,0.09,0.14,0.22,0.09,0.22
2117,Maximilian Philipp,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,17,1,323,3.6,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,3.0,6.0,28.0,0.28,0.0,0.28,0.28,0.28,0.14,0.11,0.25,0.14,0.25
2118,Kalvin Phillips,eng ENG,MF,West Ham,eng Premier League,27.0,1995.0,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,3.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2119,Kalvin Phillips,eng ENG,MF,Manchester City,eng Premier League,27.0,1995.0,4,0,93,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
2120,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,21.0,2002.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,Kamil Piątkowski,pl POL,DF,Granada,es La Liga,23.0,2000.0,9,6,505,5.6,0,0,0,0,0,0,1,1,0.8,0.8,0.1,0.9,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.17,0.14,0.17
2122,Roberto Piccoli,it ITA,FW,Empoli,it Serie A,22.0,2001.0,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
2124,Florian Pick,de GER,"MF,FW",Heidenheim,de Bundesliga,27.0,1995.0,22,1,327,3.6,0,1,1,0,0,0,2,0,0.3,0.3,0.8,1.1,12.0,12.0,34.0,0.0,0.28,0.28,0.0,0.28,0.08,0.21,0.29,0.08,0.29
2125,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,29.0,1994.0,38,38,3420,38.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,25.0,1998.0,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19
2128,Santiago Pierotti,ar ARG,"MF,FW",Lecce,it Serie A,22.0,2001.0,11,0,200,2.2,0,2,2,0,0,0,0,0,0.5,0.5,1.0,1.5,4.0,5.0,20.0,0.0,0.9,0.9,0.0,0.9,0.22,0.47,0.69,0.22,0.69
2129,Niccolò Pierozzi,it ITA,DF,Salernitana,it Serie A,21.0,2001.0,12,11,871,9.7,1,0,1,1,0,0,6,0,0.2,0.2,0.0,0.3,3.0,16.0,20.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03
2130,Ronaël Pierre-Gabriel,fr FRA,DF,Nantes,fr Ligue 1,25.0,1998.0,12,6,598,6.6,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.2,12.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17
2132,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,30.0,1993.0,29,28,2521,28.0,2,0,2,2,0,0,1,0,2.0,2.0,1.0,3.0,11.0,61.0,16.0,0.07,0.0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11
2133,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,20.0,2002.0,7,7,475,5.3,0,0,0,0,0,0,4,0,1.4,1.4,0.2,1.7,11.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.31,0.27,0.31
